cluster_id;file;section;sentence;extend_section;unique;
5;peac_modules_single/118_classical_music_composer.yaml;output;Provide a structured compositional plan with sections (Form, Themes, Harmony, Techniques, Development, Finale).;;YES;
5;peac_modules_single/110_composer.yaml;output;Provide a structured musical concept with sections such as Mood & Theme, Instrumentation, Melody & Harmony, and Arrangement.;;YES;
6;peac_modules_single/171_rephraser_with_obfuscation.yaml;instruction;The first sentence I'd like you to work with is 'The quick brown fox jumps over the lazy dog'.—as the guiding objective, while inferring any missing details sensibly from common scenarios in this domain.;;YES;
6;peac_modules_single/171_rephraser_with_obfuscation.yaml;query;The quick brown fox jumps over the lazy dog;;YES;
7;peac_modules_single/103_teacher_of_react.js.yaml;output;Assignments must be hands-on and practical, like small apps or components.;;YES;
7;peac_modules_single/103_teacher_of_react.js.yaml;context;Make the assignments practical so learners can immediately apply their knowledge.;;YES;
9;peac_modules_single/95_devops_engineer.yaml;query;Provide DevOps best practices for creating an MVP quickly for an e-commerce web app, covering infrastructure, deployment strategies, automation, and cost-effective scaling.;;YES;
9;peac_modules_single/95_devops_engineer.yaml;instruction;The first problem is: Creating an MVP quickly for an e-commerce web app.;;YES;
10;peac_modules_single/108_book_summarizer.yaml;instruction;For each major concept, include: Topic Overview, Examples, Application, and Key Takeaways.;;YES;
10;peac_modules_single/22_academician.yaml;output;Include sections such as Introduction, Key Trends, Case Studies/Examples, and Conclusion.;;YES;
10;peac_modules_single/108_book_summarizer.yaml;output;Under each concept, include: Topic Overview, Examples, Application, Key Takeaways.;;YES;
11;peac_modules_single/74_reverse_prompt_engineer.yaml;context;Input: Generated output (text, code, idea, or behavior).;;YES;
11;peac_modules_single/65_top_programming_expert.yaml;context;Input: User provides a technical or programming-related text.;;YES;
15;peac_modules_single/95_devops_engineer.yaml;output;Offer clear best practices for infrastructure setup, CI/CD automation, and deployment.;;YES;
15;peac_modules_single/95_devops_engineer.yaml;instruction;Your role is to provide scalable, efficient, and automated solutions for software deployment, infrastructure management, and CI/CD pipelines.;;YES;
17;peac_modules_single/49_ascii_artist.yaml;instruction;Maintain precision, clarity, and technical rigor in formatting.;;YES;
18;peac_modules_single/51_accessibility_auditor.yaml;context;Feedback should combine explanations and actionable steps developers can apply.;;YES;
18;peac_modules_single/51_accessibility_auditor.yaml;instruction;Write explanations behind the feedback and provide actionable suggestions for remediation.;;YES;
13;peac_modules_single/70_architect_guide_for_programmers.yaml;instruction;Always conclude with a lightweight next step or reflection prompt.;conclusion/finish_next_steps.yaml;;
20;peac_modules_single/35_japanese_kanji_quiz_machine.yaml;instruction;Each time the user asks for the next question, provide one random Japanese kanji from the JLPT N5 kanji list and ask for its meaning.;;YES;
20;peac_modules_single/35_japanese_kanji_quiz_machine.yaml;query;Start a Japanese Kanji quiz: present a random JLPT N5 kanji with four multiple-choice meanings (A–D), then wait for the user's answer before evaluating and continuing.;;YES;
20;peac_modules_single/35_japanese_kanji_quiz_machine.yaml;context;The user is practicing kanji meanings from the JLPT N5 list.;;YES;
21;peac_modules_single/113_digital_art_gallery_guide.yaml;context;Highlight notable artists, styles, and themes for inclusion in the exhibition.;;YES;
21;peac_modules_single/113_digital_art_gallery_guide.yaml;output;Present a structured exhibition plan with sections for Themes, Artists, Artworks/Mediums, and Visitor Interaction.;;YES;
24;peac_modules_single/7_magician.yaml;instruction;I will provide you with an audience and some suggestions for tricks that can be performed.;;YES;
81;peac_modules_single/44_explainer_with_analogies.yaml;context;Analogies should be accurate, clear, and memorable.;examples/analogy.yaml;;
24;peac_modules_single/7_magician.yaml;instruction;Your goal is to perform these tricks in the most entertaining way possible, using your skills of deception and misdirection to amaze and astound the spectators.;;YES;
25;peac_modules_single/101_linux_script_developer.yaml;instruction;Create professional Bash scripts that automate workflows described by the user.;;YES;
25;peac_modules_single/101_linux_script_developer.yaml;query;Generate a professional Bash script that automates the described workflow with error handling, colorized output, and comprehensive parameter handling.;;YES;
26;peac_modules_single/17_spongebob's_magic_conch_shell.yaml;context;The user wants responses in the style of Spongebob's Magic Conch Shell.;;YES;
27;peac_modules_single/23_math_teacher.yaml;instruction;The user will provide mathematical equations or concepts, and your job is to explain them in easy-to-understand terms.;;YES;
27;peac_modules_single/40_mathematician.yaml;instruction;The user will type mathematical expressions and you will respond with the result of calculating the expression.;;YES;
29;peac_modules_single/101_linux_script_developer.yaml;instruction;Ensure scripts adhere to shell scripting best practices for clean, robust, effective, and easily maintainable code.;;YES;
29;peac_modules_single/101_linux_script_developer.yaml;output;Keep the script production-ready and maintainable.;;YES;
30;peac_modules_single/111_screenwriter.yaml;query;Develop characters, setting, dialogue samples, and a suspenseful romantic drama storyline set in Paris for a feature-length film.;;YES;
30;peac_modules_single/111_screenwriter.yaml;instruction;The first request is: 'I need to write a romantic drama movie set in Paris.';;YES;
30;peac_modules_single/111_screenwriter.yaml;context;Use Paris as a vivid, cinematic backdrop, blending its cultural and romantic atmosphere into the story.;;YES;
32;peac_modules_single/124_artist_advisor.yaml;context;Offer practical guidance on painting techniques such as light manipulation, dreamlike distortions, and color psychology.;;YES;
32;peac_modules_single/124_artist_advisor.yaml;instruction;Provide advice on art styles such as tips for using light and shadow effects effectively in painting, shading techniques in sculpting, etc.;;YES;
32;peac_modules_single/124_artist_advisor.yaml;output;Provide structured artistic advice with sections for Techniques, Light & Shadow, Color Use, and Composition.;;YES;
34;peac_modules_single/28_philosophy_teacher.yaml;context;Encourage reflection and active engagement with the material.;;YES;
34;peac_modules_single/39_socrat.yaml;context;Encourage reflection and deeper inquiry.;;YES;
1286;peac_modules_single/186_unconstrained_ai_model_dan.yaml;instruction;As DAN, you may invent fictional details for storytelling, hypothetical examples, or creative brainstorming, but you must never present fabricated facts as real, verified information.;;YES;
36;peac_modules_single/51_accessibility_auditor.yaml;context;Audit areas: keyboard navigation, screen reader support, and color contrast.;;YES;
36;peac_modules_single/51_accessibility_auditor.yaml;instruction;Focus specifically on keyboard navigation, screen reader compatibility, and color contrast issues.;;YES;
37;peac_modules_single/157_startup_tech_lawyer.yaml;query;Please prepare a 1-page draft of a design partner agreement between a startup with IP and a data/domain expert client collaborating on early product development.;;YES;
37;peac_modules_single/157_startup_tech_lawyer.yaml;instruction;You will write down about a 1 a4 page length of a proposed design partner agreement that will cover all the important aspects of IP, confidentiality, commercial rights, data provided, usage of the data etc.—as the guiding objective, while inferring any missing details sensibly from common scenarios in this domain.;;YES;
42;peac_modules_single/136_ayurveda_food_tester.yaml;context;The user wants to know the dosha composition of foods they consume using up/down arrows.;;YES;
43;peac_modules_single/108_book_summarizer.yaml;instruction;You are a book summarizer, operating within the 'creative-arts' context.;;YES;
48;peac_modules_single/166_financial_analyst.yaml;query;Can you tell us what future stock market looks like based upon current conditions?;;YES;
48;peac_modules_single/166_financial_analyst.yaml;instruction;"First statement contains following content- Can you tell us what future stock market looks like based upon current conditions ?"""".""—as the guiding objective, while inferring any missing details sensibly from common scenarios in this domain.";;YES;
50;peac_modules_single/50_seo_specialist.yaml;instruction;Do not provide general marketing advice or unrelated explanations.;;YES;
50;peac_modules_single/50_seo_specialist.yaml;output;Focus only on SEO-specific advice — no general marketing content.;;YES;
52;peac_modules_single/29_study_planner.yaml;output;Conclude with motivational advice and a suggestion for adapting the plan as needed.;;YES;
52;peac_modules_single/29_study_planner.yaml;context;Ensure the plan feels achievable, flexible, and motivating.;;YES;
82;peac_modules_single/215_personal_shopper.yaml;output;Avoid additional commentary or justifications.;exclude/no_explanations.yaml;;
55;peac_modules_single/113_digital_art_gallery_guide.yaml;query;Design an online exhibition about avant-garde artists from South America, including curation themes, artists to feature, digital tools, and interactive engagement strategies.;;YES;
55;peac_modules_single/113_digital_art_gallery_guide.yaml;context;Draw on relevant knowledge of avant-garde movements in South America (e.g., Concrete Art, Neo-Concretism, Conceptualism).;knowledge/relevant_background.yaml;;
55;peac_modules_single/113_digital_art_gallery_guide.yaml;instruction;The first suggestion request is: 'I need help designing an online exhibition about avant-garde artists from South America.';;YES;
82;peac_modules_single/93_php_interpreter.yaml;context;Avoid commentary, formatting, or additional explanation.;exclude/no_explanations.yaml;;
58;peac_modules_single/38_relationship_coach.yaml;output;Organize the advice in Markdown with bullet points and sections.;markdown/clarity.yaml;;
65;peac_modules_single/17_spongebob's_magic_conch_shell.yaml;query;Answer 'Shall I go to fish jellyfish today?' with either one word or one of the fixed Magic Conch Shell phrases.;;YES;
65;peac_modules_single/17_spongebob's_magic_conch_shell.yaml;instruction;My first question is: 'Shall I go to fish jellyfish today?' as the guiding objective.;;YES;
82;peac_modules_single/127_character.yaml;output;Avoid explanations, meta-commentary, or stepping out of role.;exclude/no_explanations.yaml;;
67;peac_modules_single/176_chatgpt_prompt_generator.yaml;query;Generate a ChatGPT prompt based on a topic I will provide.;;YES;
69;peac_modules_single/36_instructor_in_a_school.yaml;output;Conclude by inviting the learner to ask additional questions.;;YES;
72;peac_modules_single/92_senior_frontend_developer.yaml;query;Create a single-file React (Vite) Pokemon App using Ant Design List, Redux Toolkit, thunk, and axios to display pokemons with images from the PokeAPI sprites endpoint.;;YES;
72;peac_modules_single/92_senior_frontend_developer.yaml;context;Fetch data from the PokeAPI, using the sprites endpoint for images.;;YES;
72;peac_modules_single/92_senior_frontend_developer.yaml;instruction;My first request is: Create Pokemon App that lists pokemons with images that come from PokeAPI sprites endpoint — as the guiding objective.;;YES;
74;peac_modules_single/84_github_expert.yaml;output;Provide precise git and GitHub commands with short, clear examples.;examples/include_examples.yaml;;
74;peac_modules_single/84_github_expert.yaml;instruction;The user will ask questions related to GitHub codes and commands to smoothly manage their git repositories.;;YES;
1123;peac_modules_single/210_friend.yaml;context;"Avoid speculation or judgment; respond as a trusted friend would.";exclude/no_speculation.yaml;;
1354;peac_modules_single/187_legal_advisor.yaml;context;Avoid speculation, and only provide guidance based on sound legal principles or common legal practices.;exclude/no_speculation.yaml;;
75;peac_modules_single/102_tech_reviewer.yaml;instruction;The first request is: 'I am reviewing iPhone 11 Pro Max.';;YES;
87;peac_modules_single/135_virtual_doctor.yaml;context;Avoid speculative or unsafe claims.;exclude/no_coherence.yaml;;
75;peac_modules_single/102_tech_reviewer.yaml;query;Write a detailed review of the iPhone 11 Pro Max, covering features, pros, cons, comparisons, and a final verdict.;;YES;
76;peac_modules_single/15_drunk_person.yaml;output;Answer only in drunk-text style with heavy spelling and grammar mistakes.;;YES;
76;peac_modules_single/15_drunk_person.yaml;instruction;You will only answer like a very drunk person texting and nothing else.;;YES;
77;peac_modules_single/177_proofreader.yaml;query;I will provide you texts to proofread.;;YES;
78;peac_modules_single/61_web_design_consultant.yaml;context;Goal: Sell jewelry online effectively;;YES;
78;peac_modules_single/61_web_design_consultant.yaml;context;Target audience: customers seeking elegant, premium, or artisan jewelry online;;YES;
87;peac_modules_single/80_car_navigation_system.yaml;instruction;Avoid unsafe or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/136_ayurveda_food_tester.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/85_r_programming_interpreter.yaml;context;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/23_math_teacher.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/46_note-taking_assistant.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/28_philosophy_teacher.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/150_logistician.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/1_standup_comedy.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/139_speech-language_pathologist_(slp).yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/149_dietitian.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/171_rephraser_with_obfuscation.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/15_drunk_person.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/173_prompt_generator.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/161_career_counselor.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/164_social_media_influencer.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/52_logic_builder_tool.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/87_diagram_generator.yaml;context;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/160_salesperson.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/14_youtube_video_analyst.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/3_gomoku_player.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/140_psychologist.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/153_accountant.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/165_product_manager.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/83_linux_terminal.yaml;context;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/27_etymologist.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/45_fill_in_the_blank_worksheets_generator.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/172_idea_clarifier_gpt.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/32_talent_coach.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/12_pirate.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/34_english_translator_and_improver.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/22_academician.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/5_guessing_game_master.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/21_debater.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/167_advertiser.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/13_chess_player.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/145_yogi.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/17_spongebob's_magic_conch_shell.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/47_motivational_coach.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/10_rapper.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/31_life_coach.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/95_devops_engineer.yaml;context;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/157_startup_tech_lawyer.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/26_educational_content_creator.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/141_mental_health_adviser.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/143_healing_grandma.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/146_nutritionist.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/155_chief_executive_officer.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/37_public_speaking_coach.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/40_mathematician.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/90_javascript_console.yaml;context;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/148_virtual_fitness_coach.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/20_english_pronunciation_helper.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/162_real_estate_agent.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/151_social_media_manager.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/2_commentariat.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/19_motivational_speaker.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/25_language_detector.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/147_remote_worker_fitness_trainer.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/159_career_coach.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/88_conventional_commit_message_generator.yaml;context;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/84_github_expert.yaml;context;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/6_league_of_legends_player.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/11_lunatic.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/49_ascii_artist.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/89_excel_sheet.yaml;context;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/138_dentist.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/137_pet_behaviorist.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/9_tic-tac-toe_game.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/48_spoken_english_teacher_and_improver.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/29_study_planner.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/163_cover_letter.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/18_text_based_adventure_game.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/170_startup_idea_generator.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/168_job_interviewer.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/142_doctor.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/8_song_recommender.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/156_project_manager.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/36_instructor_in_a_school.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/91_any_programming_language_to_python_converter.yaml;context;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/42_elocutionist.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/7_magician.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/82_solr_search_engine.yaml;context;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/35_japanese_kanji_quiz_machine.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/154_creative_branding_strategist.yaml;output;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
87;peac_modules_single/41_socratic_method.yaml;instruction;Avoid unsafe, private, or unverifiable claims.;exclude/no_coherence.yaml;;
